,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,MSRP_formatted
3289,Nissan,Cube,2013,regular unleaded,122.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,Wagon,30,25,2009,16760,"$16,760"
3290,Nissan,Cube,2013,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Wagon,31,27,2009,18860,"$18,860"
3291,Nissan,Cube,2013,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Wagon,31,27,2009,17760,"$17,760"
3292,Nissan,Cube,2014,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Wagon,31,27,2009,19000,"$19,000"
3293,Nissan,Cube,2014,regular unleaded,122.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,Wagon,30,25,2009,16900,"$16,900"
3294,Nissan,Cube,2014,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Wagon,31,27,2009,17900,"$17,900"
3295,Oldsmobile,Custom Cruiser,1990,regular unleaded,140.0,8.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Large,Wagon,22,15,26,2000,"$2,000"
3296,Oldsmobile,Custom Cruiser,1991,regular unleaded,170.0,8.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Large,Wagon,23,15,26,2000,"$2,000"
3297,Oldsmobile,Custom Cruiser,1992,regular unleaded,170.0,8.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Large,Wagon,23,15,26,2000,"$2,000"
3298,Oldsmobile,Cutlass Calais,1990,regular unleaded,110.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,Sedan,30,19,26,2000,"$2,000"
3299,Oldsmobile,Cutlass Calais,1990,regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Sedan,28,20,26,2000,"$2,000"
3300,Oldsmobile,Cutlass Calais,1990,regular unleaded,180.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,Sedan,29,19,26,2000,"$2,000"
3301,Oldsmobile,Cutlass Calais,1990,regular unleaded,110.0,4.0,MANUAL,front wheel drive,2.0,Unknown,Compact,Coupe,30,19,26,2000,"$2,000"
3302,Oldsmobile,Cutlass Calais,1990,regular unleaded,180.0,4.0,MANUAL,front wheel drive,2.0,Unknown,Compact,Coupe,29,19,26,2000,"$2,000"
3303,Oldsmobile,Cutlass Calais,1990,regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Compact,Coupe,28,20,26,2000,"$2,000"
3304,Oldsmobile,Cutlass Calais,1990,regular unleaded,110.0,4.0,MANUAL,front wheel drive,2.0,Unknown,Compact,Coupe,30,19,26,2000,"$2,000"
3305,Oldsmobile,Cutlass Calais,1990,regular unleaded,110.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,Sedan,30,19,26,2000,"$2,000"
3306,Oldsmobile,Cutlass Calais,1991,regular unleaded,110.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,Sedan,31,19,26,2000,"$2,000"
3307,Oldsmobile,Cutlass Calais,1991,regular unleaded,110.0,4.0,MANUAL,front wheel drive,2.0,Unknown,Compact,Coupe,31,19,26,2000,"$2,000"
3308,Oldsmobile,Cutlass Calais,1991,regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Sedan,30,21,26,2000,"$2,000"
3309,Oldsmobile,Cutlass Calais,1991,regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Compact,Coupe,30,21,26,2000,"$2,000"
3310,Oldsmobile,Cutlass Calais,1991,regular unleaded,110.0,4.0,MANUAL,front wheel drive,2.0,Unknown,Compact,Coupe,31,19,26,2000,"$2,000"
3311,Oldsmobile,Cutlass Calais,1991,regular unleaded,180.0,4.0,MANUAL,front wheel drive,2.0,Unknown,Compact,Coupe,30,21,26,2000,"$2,000"
3312,Oldsmobile,Cutlass Calais,1991,regular unleaded,180.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,Sedan,30,21,26,2000,"$2,000"
3313,Oldsmobile,Cutlass Calais,1991,regular unleaded,110.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,Sedan,31,19,26,2000,"$2,000"
3314,Oldsmobile,Cutlass Ciera,1992,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,24,17,26,2000,"$2,000"
3315,Oldsmobile,Cutlass Ciera,1992,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Wagon,27,17,26,2000,"$2,000"
3316,Oldsmobile,Cutlass Ciera,1992,regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Wagon,28,19,26,2000,"$2,000"
3317,Oldsmobile,Cutlass Ciera,1992,regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,28,19,26,2000,"$2,000"
3318,Oldsmobile,Cutlass Ciera,1993,regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,28,21,26,2000,"$2,000"
3319,Oldsmobile,Cutlass Ciera,1993,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Wagon,26,18,26,2000,"$2,000"
3320,Oldsmobile,Cutlass Ciera,1993,regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Wagon,26,18,26,2000,"$2,000"
3321,Oldsmobile,Cutlass Ciera,1993,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,24,17,26,2000,"$2,000"
3322,Oldsmobile,Cutlass Ciera,1994,regular unleaded,120.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,28,22,26,2000,"$2,000"
3323,Oldsmobile,Cutlass Ciera,1994,regular unleaded,120.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,26,17,26,2000,"$2,000"
3324,Oldsmobile,Cutlass Ciera,1994,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Wagon,26,17,26,2000,"$2,000"
3325,Oldsmobile,Cutlass Ciera,1994,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Wagon,26,17,26,2000,"$2,000"
3326,Oldsmobile,Cutlass Supreme,1995,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,Coupe,26,17,26,2000,"$2,000"
3327,Oldsmobile,Cutlass Supreme,1995,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,Convertible,26,17,26,2000,"$2,000"
3328,Oldsmobile,Cutlass Supreme,1995,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,26,17,26,2000,"$2,000"
3329,Oldsmobile,Cutlass Supreme,1996,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,26,18,26,2000,"$2,000"
3330,Oldsmobile,Cutlass Supreme,1996,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,Coupe,26,18,26,2000,"$2,000"
3331,Oldsmobile,Cutlass Supreme,1997,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,26,18,26,2000,"$2,000"
3332,Oldsmobile,Cutlass Supreme,1997,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,Coupe,26,18,26,2000,"$2,000"
3333,Oldsmobile,Cutlass,1997,regular unleaded,155.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,26,18,26,2000,"$2,000"
3334,Oldsmobile,Cutlass,1997,regular unleaded,155.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,26,18,26,2000,"$2,000"
3335,Oldsmobile,Cutlass,1998,regular unleaded,155.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,27,17,26,2000,"$2,000"
3336,Oldsmobile,Cutlass,1998,regular unleaded,155.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,27,17,26,2079,"$2,079"
3337,Oldsmobile,Cutlass,1999,regular unleaded,150.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,26,17,26,2045,"$2,045"
3338,Oldsmobile,Cutlass,1999,regular unleaded,150.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,Sedan,26,17,26,2148,"$2,148"
3339,Mazda,CX-3,2016,regular unleaded,146.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,35,29,586,19960,"$19,960"
3340,Mazda,CX-3,2016,regular unleaded,146.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,35,29,586,21960,"$21,960"
3341,Mazda,CX-3,2016,regular unleaded,146.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,32,27,586,26240,"$26,240"
3342,Mazda,CX-3,2016,regular unleaded,146.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,32,27,586,23210,"$23,210"
3343,Mazda,CX-3,2016,regular unleaded,146.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,32,27,586,21210,"$21,210"
3344,Mazda,CX-3,2016,regular unleaded,146.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,35,29,586,24990,"$24,990"
3345,Mazda,CX-3,2017,regular unleaded,146.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,34,29,586,24990,"$24,990"
3346,Mazda,CX-3,2017,regular unleaded,146.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,34,29,586,19960,"$19,960"
3347,Mazda,CX-3,2017,regular unleaded,146.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,34,29,586,21960,"$21,960"
3348,Mazda,CX-3,2017,regular unleaded,146.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,32,27,586,23210,"$23,210"
3349,Mazda,CX-3,2017,regular unleaded,146.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,32,27,586,26240,"$26,240"
3350,Mazda,CX-3,2017,regular unleaded,146.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,32,27,586,21210,"$21,210"
3351,Mazda,CX-5,2014,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,32,26,586,22795,"$22,795"
3352,Mazda,CX-5,2014,regular unleaded,155.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,31,25,586,24045,"$24,045"
3353,Mazda,CX-5,2014,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,32,25,586,24815,"$24,815"
3354,Mazda,CX-5,2014,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,30,24,586,26065,"$26,065"
3355,Mazda,CX-5,2014,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,30,24,586,29070,"$29,070"
3356,Mazda,CX-5,2014,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Crossover,Midsize,4dr SUV,35,26,586,21395,"$21,395"
3357,Mazda,CX-5,2014,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,32,25,586,27820,"$27,820"
3358,Mazda,CX-5,2015,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,32,25,586,27970,"$27,970"
3359,Mazda,CX-5,2015,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,30,24,586,29220,"$29,220"
3360,Mazda,CX-5,2015,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,30,24,586,26215,"$26,215"
3361,Mazda,CX-5,2015,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Crossover,Midsize,4dr SUV,35,26,586,21545,"$21,545"
3362,Mazda,CX-5,2015,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,32,25,586,24965,"$24,965"
3363,Mazda,CX-5,2015,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,32,26,586,22945,"$22,945"
3364,Mazda,CX-5,2015,regular unleaded,155.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,31,25,586,24195,"$24,195"
3365,Mazda,CX-5,2015,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,30,24,586,24395,"$24,395"
3366,Mazda,CX-5,2016,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Crossover,Midsize,4dr SUV,35,26,586,21795,"$21,795"
3367,Mazda,CX-5,2016,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,30,24,586,26465,"$26,465"
3368,Mazda,CX-5,2016,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,30,24,586,24445,"$24,445"
3369,Mazda,CX-5,2016,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Crossover,Midsize,4dr SUV,35,26,586,21795,"$21,795"
3370,Mazda,CX-5,2016,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,33,26,586,23195,"$23,195"
3371,Mazda,CX-5,2016,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,30,24,586,24895,"$24,895"
3372,Mazda,CX-5,2016,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,30,24,586,29870,"$29,870"
3373,Mazda,CX-5,2016,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,33,26,586,28570,"$28,570"
3374,Mazda,CX-5,2016,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,30,24,586,29470,"$29,470"
3375,Mazda,CX-5,2016,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,33,26,586,25215,"$25,215"
3376,Mazda,CX-5,2016,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,33,26,586,25215,"$25,215"
3377,Mazda,CX-5,2016,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,33,26,586,23595,"$23,595"
3378,Mazda,CX-5,2016,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,33,26,586,28220,"$28,220"
3379,Mazda,CX-5,2016,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,30,24,586,26515,"$26,515"
3380,Mazda,CX-7,2010,premium unleaded (recommended),244.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25,18,586,25950,"$25,950"
3381,Mazda,CX-7,2010,premium unleaded (recommended),244.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,23,17,586,27650,"$27,650"
3382,Mazda,CX-7,2010,premium unleaded (recommended),244.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25,18,586,31335,"$31,335"
3383,Mazda,CX-7,2010,premium unleaded (recommended),244.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,23,17,586,33035,"$33,035"
3384,Mazda,CX-7,2010,regular unleaded,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28,20,586,21700,"$21,700"
3385,Mazda,CX-7,2010,regular unleaded,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28,20,586,22490,"$22,490"
3386,Mazda,CX-7,2011,premium unleaded (recommended),244.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,17,586,33340,"$33,340"
3387,Mazda,CX-7,2011,premium unleaded (recommended),244.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,24,18,586,31640,"$31,640"
3388,Mazda,CX-7,2011,regular unleaded,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28,20,586,21990,"$21,990"
3389,Mazda,CX-7,2011,premium unleaded (recommended),244.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,17,586,27955,"$27,955"
3390,Mazda,CX-7,2011,regular unleaded,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28,20,586,22795,"$22,795"
3391,Mazda,CX-7,2011,regular unleaded,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28,20,586,26390,"$26,390"
3392,Mazda,CX-7,2011,premium unleaded (recommended),244.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,24,18,586,26255,"$26,255"
3393,Mazda,CX-7,2012,premium unleaded (recommended),244.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,24,18,586,26455,"$26,455"
3394,Mazda,CX-7,2012,premium unleaded (recommended),244.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,24,18,586,31840,"$31,840"
3395,Mazda,CX-7,2012,regular unleaded,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,27,20,586,26590,"$26,590"
3396,Mazda,CX-7,2012,regular unleaded,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,27,20,586,22995,"$22,995"
3397,Mazda,CX-7,2012,premium unleaded (recommended),244.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,17,586,28155,"$28,155"
3398,Mazda,CX-7,2012,premium unleaded (recommended),244.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,17,586,33540,"$33,540"
3399,Mazda,CX-7,2012,regular unleaded,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,27,20,586,22190,"$22,190"
3400,Mazda,CX-9,2014,regular unleaded,273.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,4dr SUV,22,16,586,31575,"$31,575"
3401,Mazda,CX-9,2014,regular unleaded,273.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,4dr SUV,24,17,586,29985,"$29,985"
3402,Mazda,CX-9,2014,regular unleaded,273.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,4dr SUV,24,17,586,32480,"$32,480"
3403,Mazda,CX-9,2014,regular unleaded,273.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Performance",Large,4dr SUV,22,16,586,36625,"$36,625"
3404,Mazda,CX-9,2014,regular unleaded,273.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Performance",Large,4dr SUV,24,17,586,35035,"$35,035"
3405,Mazda,CX-9,2014,regular unleaded,273.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,4dr SUV,22,16,586,34070,"$34,070"
3406,Mazda,CX-9,2015,regular unleaded,273.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Performance",Large,4dr SUV,24,17,586,35035,"$35,035"
3407,Mazda,CX-9,2015,regular unleaded,273.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Performance",Large,4dr SUV,22,16,586,36625,"$36,625"
3408,Mazda,CX-9,2015,regular unleaded,273.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,4dr SUV,22,16,586,31575,"$31,575"
3409,Mazda,CX-9,2015,regular unleaded,273.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,4dr SUV,22,16,586,34070,"$34,070"
3410,Mazda,CX-9,2015,regular unleaded,273.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,4dr SUV,24,17,586,32480,"$32,480"
3411,Mazda,CX-9,2015,regular unleaded,273.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,4dr SUV,24,17,586,29985,"$29,985"
3412,Mazda,CX-9,2016,regular unleaded,227.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,4dr SUV,28,22,586,35970,"$35,970"
3413,Mazda,CX-9,2016,regular unleaded,227.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,4dr SUV,27,21,586,33320,"$33,320"
3414,Mazda,CX-9,2016,regular unleaded,227.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,4dr SUV,27,21,586,41970,"$41,970"
3415,Mazda,CX-9,2016,regular unleaded,227.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,4dr SUV,28,22,586,40170,"$40,170"
3416,Mazda,CX-9,2016,regular unleaded,227.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,4dr SUV,28,22,586,31520,"$31,520"
3417,Mazda,CX-9,2016,regular unleaded,227.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,4dr SUV,27,21,586,44015,"$44,015"
3418,Mazda,CX-9,2016,regular unleaded,227.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,4dr SUV,27,21,586,37770,"$37,770"
3419,Dodge,Dakota,2008,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,20,15,1851,26170,"$26,170"
3420,Dodge,Dakota,2008,regular unleaded,302.0,8.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,19,14,1851,27780,"$27,780"
3421,Dodge,Dakota,2008,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,20,15,1851,22030,"$22,030"
3422,Dodge,Dakota,2008,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Unknown,Compact,Crew Cab Pickup,18,14,1851,27625,"$27,625"
3423,Dodge,Dakota,2008,regular unleaded,210.0,6.0,MANUAL,four wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,19,15,1851,25245,"$25,245"
3424,Dodge,Dakota,2008,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,18,14,1851,26280,"$26,280"
3425,Dodge,Dakota,2008,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Unknown,Compact,Crew Cab Pickup,18,14,1851,27625,"$27,625"
3426,Dodge,Dakota,2008,regular unleaded,210.0,6.0,MANUAL,four wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,19,15,1851,24720,"$24,720"
3427,Dodge,Dakota,2008,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Unknown,Compact,Crew Cab Pickup,18,14,1851,30155,"$30,155"
3428,Dodge,Dakota,2008,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Unknown,Compact,Crew Cab Pickup,18,14,1851,30780,"$30,780"
3429,Dodge,Dakota,2008,regular unleaded,210.0,6.0,MANUAL,rear wheel drive,4.0,Unknown,Compact,Crew Cab Pickup,20,16,1851,23640,"$23,640"
3430,Dodge,Dakota,2008,regular unleaded,210.0,6.0,MANUAL,rear wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,20,16,1851,25395,"$25,395"
3431,Dodge,Dakota,2008,regular unleaded,210.0,6.0,MANUAL,four wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,19,15,1851,28580,"$28,580"
3432,Dodge,Dakota,2008,regular unleaded,210.0,6.0,MANUAL,four wheel drive,4.0,Unknown,Compact,Crew Cab Pickup,19,15,1851,26590,"$26,590"
3433,Dodge,Dakota,2008,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Compact,Crew Cab Pickup,20,15,1851,24010,"$24,010"
3434,Dodge,Dakota,2008,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Unknown,Compact,Crew Cab Pickup,18,14,1851,30510,"$30,510"
3435,Dodge,Dakota,2008,regular unleaded,210.0,6.0,MANUAL,four wheel drive,4.0,Unknown,Compact,Crew Cab Pickup,19,15,1851,26120,"$26,120"
3436,Dodge,Dakota,2008,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,20,15,1851,22030,"$22,030"
3437,Dodge,Dakota,2008,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Compact,Crew Cab Pickup,20,15,1851,26920,"$26,920"
3438,Dodge,Dakota,2008,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Compact,Crew Cab Pickup,20,15,1851,26540,"$26,540"
3439,Dodge,Dakota,2008,regular unleaded,302.0,8.0,AUTOMATIC,four wheel drive,4.0,Unknown,Compact,Crew Cab Pickup,18,14,1851,32135,"$32,135"
3440,Dodge,Dakota,2008,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Compact,Crew Cab Pickup,20,15,1851,24010,"$24,010"
3441,Dodge,Dakota,2008,regular unleaded,210.0,6.0,MANUAL,four wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,19,15,1851,27935,"$27,935"
3442,Dodge,Dakota,2008,regular unleaded,210.0,6.0,MANUAL,rear wheel drive,4.0,Unknown,Compact,Crew Cab Pickup,20,16,1851,22505,"$22,505"
3443,Dodge,Dakota,2008,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,18,14,1851,26280,"$26,280"
3444,Dodge,Dakota,2008,regular unleaded,210.0,6.0,MANUAL,rear wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,20,16,1851,24985,"$24,985"
3445,Dodge,Dakota,2008,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Compact,Crew Cab Pickup,20,15,1851,26935,"$26,935"
3446,Dodge,Dakota,2008,regular unleaded,302.0,8.0,AUTOMATIC,four wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,19,14,1851,30760,"$30,760"
3447,Dodge,Dakota,2008,regular unleaded,302.0,8.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Compact,Crew Cab Pickup,19,14,1851,28520,"$28,520"
3448,Dodge,Dakota,2008,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,18,14,1851,29095,"$29,095"
3449,Dodge,Dakota,2008,regular unleaded,210.0,6.0,MANUAL,rear wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,20,16,1851,20470,"$20,470"
3450,Dodge,Dakota,2008,regular unleaded,210.0,6.0,MANUAL,rear wheel drive,4.0,Unknown,Compact,Extended Cab Pickup,20,16,1851,20995,"$20,995"
